timestamp,power_consumption_mW,device_id,label,phase
223,119.89,0,0,normal
224,98.49,0,0,normal
225,100.97,0,0,normal
226,77.91,0,0,normal
227,74.19,0,0,normal
228,72.81,0,0,normal
229,59.57,0,0,normal
230,94.9,0,0,normal
231,51.89,0,0,normal
232,58.09,0,0,normal
233,70.95,0,0,normal
234,52.85,0,0,normal
235,56.63,0,0,normal
236,50.28,0,0,normal
237,100.67,0,0,normal
238,93.0,0,0,normal
239,140.11,0,0,normal
240,194.25,0,0,scanning
241,152.21,0,0,scanning
242,174.46,0,0,scanning
243,178.44,0,0,scanning
244,252.38,0,0,scanning
245,202.72,0,0,scanning
246,200.6,0,0,scanning
247,246.77,0,0,scanning
248,168.5,0,0,scanning
249,170.97,0,0,scanning
250,231.6,0,0,scanning
251,159.17,0,0,scanning
252,179.51,0,0,scanning
253,180.5,0,0,scanning
254,199.79,0,0,scanning
255,208.01,0,0,scanning
256,191.02,0,0,scanning
257,184.21,0,0,scanning
258,213.07,0,0,scanning
259,204.48,0,0,scanning
260,151.0,0,0,scanning
261,181.26,0,0,scanning
262,173.49,0,0,scanning
263,151.27,0,0,scanning
264,205.98,0,0,scanning
265,215.83,0,0,scanning
266,195.6,0,0,scanning
267,180.54,0,0,scanning
268,173.42,0,0,scanning
269,229.04,0,0,scanning
270,222.81,0,0,scanning
271,218.78,0,0,scanning
272,124.26,0,0,scanning
273,216.91,0,0,scanning
274,209.93,0,0,scanning
275,202.29,0,0,scanning
276,235.54,0,0,scanning
277,209.3,0,0,scanning
278,184.51,0,0,scanning
279,210.99,0,0,scanning
280,212.84,0,0,scanning
281,225.48,0,0,scanning
282,235.22,0,0,scanning
283,136.84,0,0,scanning
284,143.17,0,0,scanning
285,203.91,0,0,scanning
286,209.37,0,0,scanning
287,220.46,0,0,scanning
288,33.43,0,0,idle
289,20.46,0,0,idle
290,31.88,0,0,idle
291,39.6,0,0,idle
292,31.95,0,0,idle
293,24.63,0,0,idle
294,34.93,0,0,idle
295,29.62,0,0,idle
296,34.5,0,0,idle
297,37.28,0,0,idle
298,25.88,0,0,idle
299,27.2,0,0,idle
300,34.21,0,0,idle
301,39.67,0,0,idle
302,37.06,0,0,idle
303,21.32,0,0,idle
304,18.76,0,0,idle
305,35.12,0,0,idle
306,29.99,0,0,idle
307,49.82,0,0,idle
308,32.33,0,0,idle
309,34.3,0,0,idle
310,24.62,0,0,idle
311,47.75,0,0,idle
312,41.72,0,0,idle
313,21.83,0,0,idle
314,32.63,0,0,idle
315,19.52,0,0,idle
316,27.88,0,0,idle
317,18.59,0,0,idle
318,36.73,0,0,idle
319,17.09,0,0,idle
320,30.65,0,0,idle
321,24.92,0,0,idle
322,27.49,0,0,idle
323,10.0,0,0,idle
324,29.54,0,0,idle
325,47.04,0,0,idle
326,25.64,0,0,idle
327,50.71,0,0,idle
328,30.06,0,0,idle
329,31.3,0,0,idle
330,24.32,0,0,idle
331,28.65,0,0,idle
332,24.51,0,0,idle
333,30.97,0,0,idle
334,10.98,0,0,idle
335,35.82,0,0,idle
336,132.16,0,0,normal
337,117.11,0,0,normal
338,126.63,0,0,normal
339,154.62,0,0,normal
340,143.21,0,0,normal
341,122.84,0,0,normal
342,106.61,0,0,normal
343,111.91,0,0,normal
344,119.87,0,0,normal
345,96.9,0,0,normal
346,76.7,0,0,normal
347,92.01,0,0,normal
348,78.88,0,0,normal
349,83.76,0,0,normal
350,59.62,0,0,normal
351,48.58,0,0,normal
352,38.08,0,0,normal
353,44.52,0,0,normal
354,34.12,0,0,normal
355,68.33,0,0,normal
356,62.9,0,0,normal
357,78.13,0,0,normal
358,85.74,0,0,normal
359,86.12,0,0,normal
360,101.2,0,0,normal
361,89.58,0,0,normal
362,118.46,0,0,normal
363,124.48,0,0,normal
364,120.07,0,0,normal
365,135.62,0,0,normal
366,140.76,0,0,normal
367,156.16,0,0,normal
368,145.59,0,0,normal
369,165.05,0,0,normal
370,104.47,0,0,normal
371,120.41,0,0,normal
372,129.82,0,0,normal
373,117.56,0,0,normal
374,96.33,0,0,normal
375,83.45,0,0,normal
376,79.15,0,0,normal
377,74.75,0,0,normal
378,84.26,0,0,normal
379,58.8,0,0,normal
380,56.97,0,0,normal
381,100.17,0,0,normal
382,76.05,0,0,normal
383,63.24,0,0,normal
384,56.18,0,0,normal
385,74.85,0,0,normal
386,81.71,0,0,normal
387,82.68,0,0,normal
388,72.33,0,0,normal
389,91.81,0,0,normal
390,99.99,0,0,normal
391,115.24,0,0,normal
392,126.83,0,0,normal
393,136.94,0,0,normal
394,125.35,0,0,normal
395,141.5,0,0,normal
396,139.56,0,0,normal
397,125.67,0,0,normal
398,140.55,0,0,normal
399,138.53,0,0,normal
400,147.68,0,0,normal
401,130.24,0,0,normal
402,116.38,0,0,normal
403,118.64,0,0,normal
404,125.36,0,0,normal
405,96.32,0,0,normal
406,113.78,0,0,normal
407,96.24,0,0,normal
408,82.27,0,0,normal
409,73.64,0,0,normal
410,60.42,0,0,normal
411,95.72,0,0,normal
412,56.44,0,0,normal
413,82.87,0,0,normal
414,55.09,0,0,normal
415,43.35,0,0,normal
416,53.68,0,0,normal
417,76.44,0,0,normal
418,104.99,0,0,normal
419,106.02,0,0,normal
420,100.61,0,0,normal
421,92.24,0,0,normal
422,119.75,0,0,normal
423,132.76,0,0,normal
424,119.1,0,0,normal
425,124.18,0,0,normal
426,130.86,0,0,normal
427,159.95,0,0,normal
428,128.24,0,0,normal
429,131.02,0,0,normal
430,134.65,0,0,normal
431,156.53,0,0,normal
432,113.54,0,0,normal
433,121.23,0,0,normal
434,122.22,0,0,normal
435,95.75,0,0,normal
436,69.53,0,0,normal
437,86.82,0,0,normal
438,69.17,0,0,normal
439,72.4,0,0,normal
440,102.2,0,0,normal
441,56.7,0,0,normal
442,74.14,0,0,normal
443,68.26,0,0,normal
444,73.03,0,0,normal
445,78.68,0,0,normal
446,88.61,0,0,normal
447,98.52,0,0,normal
448,81.52,0,0,normal
449,108.15,0,0,normal
450,104.74,0,0,normal
451,111.3,0,0,normal
452,119.23,0,0,normal
453,104.61,0,0,normal
454,143.73,0,0,normal
455,130.46,0,0,normal
456,144.94,0,0,normal
457,138.91,0,0,normal
458,149.27,0,0,normal
459,131.73,0,0,normal
460,148.69,0,0,normal
461,130.32,0,0,normal
462,138.39,0,0,normal
463,108.64,0,0,normal
464,131.67,0,0,normal
465,95.43,0,0,normal
466,65.57,0,0,normal
467,89.33,0,0,normal
468,62.59,0,0,normal
469,72.8,0,0,normal
470,47.9,0,0,normal
471,71.51,0,0,normal
472,85.78,0,0,normal
473,35.95,0,0,normal
474,61.76,0,0,normal
475,62.44,0,0,normal
476,54.39,0,0,normal
477,77.49,0,0,normal
478,89.78,0,0,normal
479,101.13,0,0,normal
480,112.3,0,0,normal
481,112.68,0,0,normal
482,117.8,0,0,normal
483,116.97,0,0,normal
484,126.26,0,0,normal
485,135.2,0,0,normal
486,149.35,0,0,normal
487,129.31,0,0,normal
488,128.15,0,0,normal
489,115.8,0,0,normal
490,147.28,0,0,normal
491,115.13,0,0,normal
492,121.14,0,0,normal
493,140.58,0,0,normal
494,105.06,0,0,normal
495,99.04,0,0,normal
496,86.61,0,0,normal
497,68.14,0,0,normal
498,104.74,0,0,normal
499,62.85,0,0,normal
500,88.2,0,0,normal
501,61.56,0,0,normal
502,71.48,0,0,normal
503,74.92,0,0,normal
504,76.63,0,0,normal
505,85.52,0,0,normal
506,100.02,0,0,normal
507,102.92,0,0,normal
508,72.99,0,0,normal
509,87.73,0,0,normal
510,106.7,0,0,normal
511,112.24,0,0,normal
512,143.06,0,0,normal
513,124.32,0,0,normal
514,136.88,0,0,normal
515,127.44,0,0,normal
516,145.32,0,0,normal
517,135.68,0,0,normal
518,118.47,0,0,normal
519,143.5,0,0,normal
520,158.98,0,0,normal
521,145.83,0,0,normal
522,122.69,0,0,normal
523,122.9,0,0,normal
524,133.22,0,0,normal
525,91.41,0,0,normal
526,99.62,0,0,normal
527,74.13,0,0,normal
528,201.58,0,0,scanning
529,215.57,0,0,scanning
530,217.45,0,0,scanning
531,230.98,0,0,scanning
532,186.89,0,0,scanning
533,163.48,0,0,scanning
534,186.66,0,0,scanning
535,199.55,0,0,scanning
536,199.74,0,0,scanning
537,228.9,0,0,scanning
538,152.45,0,0,scanning
539,246.72,0,0,scanning
540,188.84,0,0,scanning
541,194.5,0,0,scanning
542,212.32,0,0,scanning
543,231.39,0,0,scanning
544,191.84,0,0,scanning
545,197.78,0,0,scanning
546,221.93,0,0,scanning
547,221.82,0,0,scanning
548,198.36,0,0,scanning
549,228.18,0,0,scanning
550,224.15,0,0,scanning
551,262.37,0,0,scanning
552,231.17,0,0,scanning
553,216.28,0,0,scanning
554,185.11,0,0,scanning
555,194.71,0,0,scanning
556,227.09,0,0,scanning
557,205.24,0,0,scanning
558,271.99,0,0,scanning
559,208.13,0,0,scanning
560,235.54,0,0,scanning
561,216.88,0,0,scanning
562,246.71,0,0,scanning
563,207.57,0,0,scanning
564,198.73,0,0,scanning
565,210.48,0,0,scanning
566,249.32,0,0,scanning
567,194.6,0,0,scanning
568,233.23,0,0,scanning
569,219.32,0,0,scanning
570,193.82,0,0,scanning
571,195.75,0,0,scanning
572,194.84,0,0,scanning
573,164.23,0,0,scanning
574,246.14,0,0,scanning
575,165.95,0,0,scanning
576,22.24,0,0,idle
577,45.16,0,0,idle
578,29.0,0,0,idle
579,37.2,0,0,idle
580,14.59,0,0,idle
581,15.59,0,0,idle
582,43.06,0,0,idle
583,42.2,0,0,idle
584,36.46,0,0,idle
585,36.63,0,0,idle
586,30.71,0,0,idle
587,23.41,0,0,idle
588,16.26,0,0,idle
589,19.88,0,0,idle
590,34.22,0,0,idle
591,34.21,0,0,idle
592,23.96,0,0,idle
593,21.69,0,0,idle
594,32.46,0,0,idle
595,28.17,0,0,idle
596,25.83,0,0,idle
597,18.14,0,0,idle
598,30.95,0,0,idle
599,34.52,0,0,idle
600,30.14,0,0,idle
601,32.06,0,0,idle
602,30.47,0,0,idle
603,23.06,0,0,idle
604,22.28,0,0,idle
605,18.66,0,0,idle
606,26.04,0,0,idle
607,30.14,0,0,idle
608,25.17,0,0,idle
609,27.61,0,0,idle
610,21.12,0,0,idle
611,35.9,0,0,idle
612,28.26,0,0,idle
613,30.06,0,0,idle
614,42.13,0,0,idle
615,22.8,0,0,idle
616,34.45,0,0,idle
617,26.85,0,0,idle
618,42.31,0,0,idle
619,37.81,0,0,idle
620,26.56,0,0,idle
621,23.32,0,0,idle
622,22.36,0,0,idle
623,28.73,0,0,idle
624,62.35,0,0,normal
625,71.99,0,0,normal
626,41.12,0,0,normal
627,92.48,0,0,normal
628,109.66,0,0,normal
629,81.0,0,0,normal
630,108.53,0,0,normal
631,114.56,0,0,normal
632,115.98,0,0,normal
633,120.04,0,0,normal
634,121.17,0,0,normal
635,152.23,0,0,normal
636,121.02,0,0,normal
637,158.26,0,0,normal
638,175.36,0,0,normal
639,140.3,0,0,normal
640,136.34,0,0,normal
641,142.26,0,0,normal
642,109.06,0,0,normal
643,89.74,0,0,normal
644,87.46,0,0,normal
645,110.81,0,0,normal
646,93.27,0,0,normal
647,84.76,0,0,normal
648,89.69,0,0,normal
649,74.93,0,0,normal
650,57.32,0,0,normal
651,57.82,0,0,normal
652,66.47,0,0,normal
653,60.62,0,0,normal
654,79.2,0,0,normal
655,66.62,0,0,normal
656,92.24,0,0,normal
657,74.02,0,0,normal
658,67.14,0,0,normal
659,82.17,0,0,normal
660,101.91,0,0,normal
661,108.23,0,0,normal
662,113.29,0,0,normal
663,109.13,0,0,normal
664,112.78,0,0,normal
665,160.04,0,0,normal
666,137.82,0,0,normal
667,141.34,0,0,normal
668,129.97,0,0,normal
669,132.56,0,0,normal
670,137.06,0,0,normal
671,138.66,0,0,normal
672,134.78,0,0,normal
673,79.83,0,0,normal
674,87.36,0,0,normal
675,78.84,0,0,normal
676,101.32,0,0,normal
677,69.9,0,0,normal
678,69.08,0,0,normal
679,48.46,0,0,normal
680,66.29,0,0,normal
681,61.81,0,0,normal
682,77.85,0,0,normal
683,57.94,0,0,normal
684,53.54,0,0,normal
685,66.19,0,0,normal
686,46.47,0,0,normal
687,98.14,0,0,normal
688,75.77,0,0,normal
689,86.25,0,0,normal
690,109.19,0,0,normal
691,139.46,0,0,normal
692,128.0,0,0,normal
693,146.16,0,0,normal
694,128.7,0,0,normal
695,140.19,0,0,normal
696,168.52,0,0,normal
697,134.67,0,0,normal
698,117.63,0,0,normal
699,154.73,0,0,normal
700,120.01,0,0,normal
701,148.95,0,0,normal
702,136.94,0,0,normal
703,97.94,0,0,normal
704,102.97,0,0,normal
705,121.04,0,0,normal
706,102.85,0,0,normal
707,75.93,0,0,normal
708,77.88,0,0,normal
709,94.22,0,0,normal
710,75.58,0,0,normal
711,54.81,0,0,normal
712,40.61,0,0,normal
713,88.86,0,0,normal
714,58.09,0,0,normal
715,71.6,0,0,normal
716,82.02,0,0,normal
717,74.55,0,0,normal
718,83.21,0,0,normal
719,100.52,0,0,normal
720,112.29,0,0,normal
721,108.44,0,0,normal
722,120.96,0,0,normal
723,116.75,0,0,normal
724,148.34,0,0,normal
725,142.68,0,0,normal
726,146.86,0,0,normal
727,144.74,0,0,normal
728,151.84,0,0,normal
729,158.73,0,0,normal
730,130.12,0,0,normal
731,124.89,0,0,normal
732,115.98,0,0,normal
733,142.11,0,0,normal
734,91.27,0,0,normal
735,116.73,0,0,normal
736,89.7,0,0,normal
737,73.25,0,0,normal
738,75.51,0,0,normal
739,56.09,0,0,normal
740,75.45,0,0,normal
741,87.06,0,0,normal
742,65.45,0,0,normal
743,35.42,0,0,normal
744,41.6,0,0,normal
745,62.2,0,0,normal
746,62.18,0,0,normal
747,103.63,0,0,normal
748,117.07,0,0,normal
749,108.23,0,0,normal
750,110.57,0,0,normal
751,96.04,0,0,normal
752,112.81,0,0,normal
753,135.87,0,0,normal
754,134.01,0,0,normal
755,117.13,0,0,normal
756,123.56,0,0,normal
757,138.3,0,0,normal
758,163.74,0,0,normal
759,126.39,0,0,normal
760,154.12,0,0,normal
761,124.41,0,0,normal
762,120.11,0,0,normal
763,147.62,0,0,normal
764,98.74,0,0,normal
765,98.58,0,0,normal
766,96.24,0,0,normal
767,73.55,0,0,normal
768,83.13,0,0,normal
769,46.98,0,0,normal
770,68.49,0,0,normal
771,85.96,0,0,normal
772,52.12,0,0,normal
773,45.85,0,0,normal
774,75.9,0,0,normal
775,63.45,0,0,normal
776,55.45,0,0,normal
777,73.83,0,0,normal
778,95.83,0,0,normal
779,113.53,0,0,normal
780,98.19,0,0,normal
781,73.72,0,0,normal
782,126.76,0,0,normal
783,125.55,0,0,normal
784,105.23,0,0,normal
785,144.05,0,0,normal
786,139.73,0,0,normal
787,146.71,0,0,normal
788,117.88,0,0,normal
789,125.4,0,0,normal
790,139.95,0,0,normal
791,114.61,0,0,normal
792,131.33,0,0,normal
793,118.18,0,0,normal
794,96.07,0,0,normal
795,78.08,0,0,normal
796,100.04,0,0,normal
797,46.27,0,0,normal
798,89.89,0,0,normal
799,69.13,0,0,normal
800,65.37,0,0,normal
801,50.67,0,0,normal
802,51.07,0,0,normal
803,65.31,0,0,normal
804,66.3,0,0,normal
805,57.86,0,0,normal
806,83.37,0,0,normal
807,80.17,0,0,normal
808,86.71,0,0,normal
809,87.59,0,0,normal
810,98.82,0,0,normal
811,120.77,0,0,normal
812,146.53,0,0,normal
813,119.36,0,0,normal
814,132.45,0,0,normal
815,140.22,0,0,normal
816,182.75,0,0,scanning
817,189.15,0,0,scanning
818,172.19,0,0,scanning
819,259.74,0,0,scanning
820,203.55,0,0,scanning
821,198.52,0,0,scanning
822,168.98,0,0,scanning
823,196.36,0,0,scanning
824,240.8,0,0,scanning
825,218.04,0,0,scanning
826,205.13,0,0,scanning
827,209.56,0,0,scanning
828,207.69,0,0,scanning
829,172.08,0,0,scanning
830,239.28,0,0,scanning
831,135.13,0,0,scanning
832,238.86,0,0,scanning
833,169.01,0,0,scanning
834,226.31,0,0,scanning
835,192.1,0,0,scanning
836,186.4,0,0,scanning
837,247.82,0,0,scanning
838,239.56,0,0,scanning
839,229.09,0,0,scanning
840,212.06,0,0,scanning
841,173.54,0,0,scanning
842,167.0,0,0,scanning
843,186.46,0,0,scanning
844,207.98,0,0,scanning
845,216.65,0,0,scanning
846,223.45,0,0,scanning
847,207.67,0,0,scanning
848,168.63,0,0,scanning
849,215.78,0,0,scanning
850,211.5,0,0,scanning
851,221.26,0,0,scanning
852,211.81,0,0,scanning
853,223.98,0,0,scanning
854,194.07,0,0,scanning
855,232.97,0,0,scanning
856,136.51,0,0,scanning
857,183.76,0,0,scanning
858,210.34,0,0,scanning
859,220.41,0,0,scanning
860,214.87,0,0,scanning
861,223.4,0,0,scanning
862,174.11,0,0,scanning
863,185.54,0,0,scanning
864,36.61,0,0,idle
865,27.51,0,0,idle
866,29.24,0,0,idle
867,33.17,0,0,idle
868,19.43,0,0,idle
869,41.02,0,0,idle
870,28.83,0,0,idle
871,32.88,0,0,idle
872,23.06,0,0,idle
873,38.8,0,0,idle
874,33.52,0,0,idle
875,10.0,0,0,idle
876,21.11,0,0,idle
877,36.84,0,0,idle
878,30.81,0,0,idle
879,45.53,0,0,idle
880,44.6,0,0,idle
881,27.4,0,0,idle
882,26.35,0,0,idle
883,47.02,0,0,idle
884,32.09,0,0,idle
885,33.74,0,0,idle
886,25.41,0,0,idle
887,21.42,0,0,idle
888,25.03,0,0,idle
889,25.18,0,0,idle
890,18.58,0,0,idle
891,19.48,0,0,idle
892,27.74,0,0,idle
893,26.02,0,0,idle
894,35.23,0,0,idle
895,15.23,0,0,idle
896,30.06,0,0,idle
897,30.2,0,0,idle
898,25.86,0,0,idle
899,38.65,0,0,idle
900,45.09,0,0,idle
901,21.31,0,0,idle
902,12.41,0,0,idle
903,33.15,0,0,idle
904,19.14,0,0,idle
905,26.43,0,0,idle
906,44.69,0,0,idle
907,26.07,0,0,idle
908,11.35,0,0,idle
909,26.34,0,0,idle
910,29.1,0,0,idle
911,26.9,0,0,idle
912,126.93,0,0,normal
913,102.74,0,0,normal
914,106.88,0,0,normal
915,111.09,0,0,normal
916,106.55,0,0,normal
917,75.27,0,0,normal
918,59.55,0,0,normal
919,69.36,0,0,normal
920,59.67,0,0,normal
921,53.91,0,0,normal
922,60.56,0,0,normal
923,77.47,0,0,normal
924,77.35,0,0,normal
925,59.22,0,0,normal
926,54.21,0,0,normal
927,90.16,0,0,normal
928,104.12,0,0,normal
929,96.53,0,0,normal
930,99.61,0,0,normal
931,116.72,0,0,normal
932,132.51,0,0,normal
933,141.25,0,0,normal
934,112.54,0,0,normal
935,117.63,0,0,normal
936,134.98,0,0,normal
937,162.23,0,0,normal
938,130.93,0,0,normal
939,111.18,0,0,normal
940,152.34,0,0,normal
941,110.03,0,0,normal
942,123.68,0,0,normal
943,104.97,0,0,normal
944,101.18,0,0,normal
945,108.21,0,0,normal
946,84.92,0,0,normal
947,81.67,0,0,normal
948,75.8,0,0,normal
949,78.1,0,0,normal
950,75.15,0,0,normal
951,80.29,0,0,normal
952,59.51,0,0,normal
953,34.4,0,0,normal
954,44.33,0,0,normal
955,95.81,0,0,normal
956,80.85,0,0,normal
957,48.39,0,0,normal
958,70.67,0,0,normal
959,88.22,0,0,normal
960,71.81,0,0,normal
961,92.7,0,0,normal
962,145.54,0,0,normal
963,84.99,0,0,normal
964,150.16,0,0,normal
965,117.19,0,0,normal
966,130.85,0,0,normal
967,176.44,0,0,normal
968,144.52,0,0,normal
969,154.53,0,0,normal
970,138.48,0,0,normal
971,133.08,0,0,normal
972,132.1,0,0,normal
973,121.87,0,0,normal
974,125.1,0,0,normal
975,75.93,0,0,normal
976,76.79,0,0,normal
977,77.54,0,0,normal
978,50.73,0,0,normal
979,86.56,0,0,normal
980,65.11,0,0,normal
981,71.07,0,0,normal
982,68.73,0,0,normal
983,56.96,0,0,normal
984,61.3,0,0,normal
985,68.38,0,0,normal
986,80.5,0,0,normal
987,75.43,0,0,normal
988,102.49,0,0,normal
989,80.9,0,0,normal
990,82.67,0,0,normal
991,100.64,0,0,normal
992,131.59,0,0,normal
993,135.42,0,0,normal
994,120.97,0,0,normal
995,148.16,0,0,normal
996,157.29,0,0,normal
997,147.19,0,0,normal
998,137.62,0,0,normal
999,134.11,0,0,normal
1000,124.22,0,0,normal
1001,117.22,0,0,normal
1002,95.53,0,0,normal
1003,114.65,0,0,normal
1004,120.08,0,0,normal
1005,74.36,0,0,normal
1006,78.27,0,0,normal
1007,95.79,0,0,normal
1008,68.51,0,0,normal
1009,77.33,0,0,normal
1010,66.81,0,0,normal
1011,79.75,0,0,normal
1012,15.29,0,0,normal
1013,89.7,0,0,normal
1014,64.12,0,0,normal
1015,75.52,0,0,normal
1016,78.43,0,0,normal
1017,97.91,0,0,normal
1018,88.6,0,0,normal
1019,87.76,0,0,normal
1020,88.76,0,0,normal
1021,100.76,0,0,normal
1022,106.18,0,0,normal
1023,123.5,0,0,normal
1024,125.12,0,0,normal
1025,145.28,0,0,normal
1026,127.56,0,0,normal
1027,117.95,0,0,normal
1028,134.39,0,0,normal
1029,142.37,0,0,normal
1030,147.13,0,0,normal
1031,135.38,0,0,normal
1032,126.33,0,0,normal
1033,79.42,0,0,normal
1034,131.51,0,0,normal
1035,116.95,0,0,normal
1036,93.41,0,0,normal
1037,73.83,0,0,normal
1038,88.13,0,0,normal
1039,67.28,0,0,normal
1040,66.57,0,0,normal
1041,35.71,0,0,normal
1042,49.52,0,0,normal
1043,52.3,0,0,normal
1044,58.06,0,0,normal
1045,70.86,0,0,normal
1046,77.33,0,0,normal
1047,91.92,0,0,normal
1048,91.64,0,0,normal
1049,70.01,0,0,normal
1050,103.84,0,0,normal
1051,97.52,0,0,normal
1052,101.71,0,0,normal
1053,111.28,0,0,normal
1054,126.0,0,0,normal
1055,126.15,0,0,normal
1056,136.65,0,0,normal
